_id,Age,Driving_License,Region_Code,Previously_Insured,Annual_Premium,Policy_Sales_Channel,Vintage,Response
68b3ba1733a7772ba01f12e0,44,1,28.0,1,30639.0,124.0,58,0
68b3ba1733a7772ba01ddcec,68,1,28.0,1,68258.0,122.0,278,0
68b3ba1733a7772ba01f56e0,68,1,50.0,1,35819.0,122.0,156,0
68b3ba1633a7772ba01c4553,49,1,28.0,1,48874.0,124.0,73,0
68b3ba1733a7772ba01d78a4,29,1,28.0,1,56322.0,152.0,137,0
68b3ba1733a7772ba01ca1cb,52,1,28.0,1,42839.0,26.0,84,0
68b3ba1733a7772ba01dbb9a,43,1,28.0,1,41281.0,26.0,82,0
68b3ba1633a7772ba01c17ed,63,1,28.0,0,38441.0,31.0,31,0
68b3ba1633a7772ba01a3a85,40,1,21.0,0,30972.0,124.0,226,0
68b3ba1633a7772ba01c0a08,25,1,21.0,1,29886.0,152.0,277,0
68b3ba1633a7772ba01c510e,21,1,35.0,0,2630.0,152.0,150,0
68b3ba1733a7772ba01fa27d,39,1,28.0,0,2630.0,156.0,269,0
68b3ba1633a7772ba01b690b,37,1,28.0,1,28936.0,60.0,149,0
68b3ba1633a7772ba01c1f91,53,1,30.0,1,43161.0,124.0,50,0
68b3ba1733a7772ba01f7985,62,1,28.0,0,34504.0,26.0,240,0
68b3ba1633a7772ba01a5f0a,62,1,19.0,1,2630.0,26.0,279,0
68b3ba1633a7772ba01b1573,73,1,48.0,0,2630.0,150.0,18,0
68b3ba1733a7772ba01ed1df,74,1,28.0,1,39557.0,124.0,181,0
68b3ba1633a7772ba01ba3e1,47,1,33.0,1,2630.0,124.0,162,0
68b3ba1733a7772ba01dcf79,50,1,30.0,1,48132.0,152.0,81,0
68b3ba1633a7772ba01b8533,29,1,30.0,1,26976.0,152.0,276,0
68b3ba1733a7772ba01f148e,27,1,33.0,1,27158.0,152.0,197,0
68b3ba1633a7772ba01c37b5,25,1,13.0,1,25054.0,152.0,261,0
68b3ba1733a7772ba01ee178,69,1,28.0,0,72279.0,26.0,64,1
68b3ba1633a7772ba01b06f2,29,1,8.0,1,2630.0,152.0,42,0
68b3ba1733a7772ba01d3038,47,1,46.0,0,27124.0,26.0,56,0
68b3ba1733a7772ba01e02bf,23,1,6.0,1,21039.0,152.0,219,0
68b3ba1733a7772ba01cb310,27,1,13.0,1,28449.0,152.0,149,0
68b3ba1633a7772ba01b36ff,24,1,8.0,1,50150.0,152.0,193,0
68b3ba1633a7772ba01a7a30,24,1,8.0,1,45126.0,152.0,182,0
68b3ba1633a7772ba01a287a,56,1,28.0,0,46978.0,124.0,132,0
68b3ba1733a7772ba01d9a0e,40,1,31.0,0,2630.0,26.0,243,1
68b3ba1733a7772ba01cadbb,23,1,41.0,1,35668.0,152.0,129,0
68b3ba1733a7772ba01fcc5d,46,1,28.0,1,47411.0,26.0,77,0
68b3ba1733a7772ba01cc4a7,28,1,4.0,1,38408.0,152.0,199,0
68b3ba1733a7772ba01ca5ae,31,1,41.0,1,48009.0,157.0,36,0
68b3ba1733a7772ba01f5a61,24,1,41.0,1,33229.0,152.0,207,0
68b3ba1733a7772ba01f3147,24,1,3.0,1,2630.0,152.0,255,0
68b3ba1733a7772ba01e0bec,57,1,28.0,0,36100.0,26.0,81,0
68b3ba1633a7772ba01bdeff,50,1,7.0,1,29800.0,124.0,31,0
68b3ba1633a7772ba01a5a1e,59,1,33.0,0,29958.0,157.0,56,1
68b3ba1633a7772ba01a8771,63,1,29.0,0,52567.0,26.0,247,0
68b3ba1733a7772ba01e7144,59,1,33.0,0,44712.0,26.0,55,0
68b3ba1733a7772ba01e1501,26,1,49.0,1,21583.0,152.0,236,0
68b3ba1733a7772ba01dabce,26,1,11.0,1,2630.0,152.0,76,0
68b3ba1633a7772ba01b6302,42,1,28.0,0,38839.0,124.0,191,0
68b3ba1733a7772ba01de1f9,65,1,40.0,0,28601.0,26.0,179,0
68b3ba1733a7772ba01f3317,21,1,37.0,0,2630.0,160.0,28,0
68b3ba1633a7772ba01a1c7f,49,1,8.0,1,40587.0,26.0,203,0
68b3ba1633a7772ba01c4443,45,1,15.0,0,22335.0,14.0,260,0
68b3ba1733a7772ba01ee5dd,38,1,8.0,0,28696.0,124.0,141,1
68b3ba1733a7772ba01e9eb7,39,1,13.0,0,36154.0,124.0,104,0
68b3ba1733a7772ba01e6ee2,21,1,46.0,1,25555.0,160.0,60,0
68b3ba1733a7772ba01d4f76,42,1,28.0,0,65511.0,47.0,54,0
68b3ba1733a7772ba01f559c,63,1,41.0,1,39820.0,26.0,157,0
68b3ba1733a7772ba01db699,50,1,47.0,1,2630.0,16.0,177,0
68b3ba1633a7772ba01bf591,26,1,3.0,1,25100.0,152.0,78,0
68b3ba1633a7772ba01bf6b9,42,1,28.0,0,33516.0,124.0,253,0
68b3ba1633a7772ba01c8540,48,1,28.0,0,35552.0,124.0,266,0
68b3ba1733a7772ba01cec47,70,1,8.0,0,41323.0,124.0,252,0
68b3ba1733a7772ba01fb7d5,27,1,43.0,1,2630.0,160.0,204,0
68b3ba1633a7772ba01a355c,36,1,10.0,1,29320.0,152.0,262,0
68b3ba1733a7772ba01f4454,22,1,17.0,1,34585.0,152.0,21,0
68b3ba1733a7772ba01f71ab,33,1,15.0,0,2630.0,157.0,136,0
68b3ba1733a7772ba01d6b54,47,1,28.0,1,43100.0,124.0,63,0
68b3ba1633a7772ba01bdb46,74,1,28.0,1,52388.0,26.0,138,0
68b3ba1633a7772ba01abc71,48,1,28.0,0,44370.0,26.0,213,0
68b3ba1733a7772ba01cf292,61,1,8.0,0,32725.0,26.0,120,0
68b3ba1633a7772ba01c0145,27,1,13.0,1,29244.0,152.0,126,0
68b3ba1733a7772ba01df29f,50,1,8.0,0,38292.0,124.0,72,0
68b3ba1633a7772ba01c3fae,26,1,15.0,1,29168.0,152.0,219,0
68b3ba1733a7772ba01fb657,66,1,28.0,0,59399.0,26.0,265,0
68b3ba1733a7772ba01f9672,27,1,28.0,1,30671.0,152.0,104,0
68b3ba1733a7772ba01cdf8c,63,1,8.0,0,2630.0,124.0,275,0
68b3ba1733a7772ba01e6714,50,1,11.0,0,27743.0,124.0,66,1
68b3ba1633a7772ba01b0f35,43,1,28.0,1,38009.0,26.0,12,0
68b3ba1733a7772ba01de5b0,55,1,28.0,0,38129.0,124.0,188,0
68b3ba1633a7772ba01beeca,50,1,46.0,0,36675.0,155.0,248,1
68b3ba1633a7772ba01b6394,78,1,28.0,0,28941.0,124.0,124,0
68b3ba1633a7772ba01a8e31,71,1,28.0,0,33620.0,26.0,202,0
68b3ba1633a7772ba01c4ae1,53,1,8.0,0,29486.0,26.0,24,0
68b3ba1633a7772ba01c43e2,25,1,49.0,1,28565.0,152.0,260,0
68b3ba1733a7772ba01f59df,50,1,8.0,1,36820.0,124.0,155,0
68b3ba1733a7772ba01dba70,41,1,28.0,0,29671.0,124.0,30,1
68b3ba1633a7772ba01ab5fb,25,1,36.0,1,32813.0,152.0,106,0
68b3ba1733a7772ba01ee8aa,61,1,29.0,1,38952.0,124.0,280,0
68b3ba1733a7772ba01e7e21,80,1,28.0,1,48731.0,55.0,209,0
68b3ba1733a7772ba01f0006,24,1,28.0,1,41119.0,152.0,81,0
68b3ba1733a7772ba01def1a,59,1,3.0,0,34323.0,26.0,282,0
68b3ba1633a7772ba01a2356,23,1,36.0,1,29341.0,152.0,163,0
68b3ba1733a7772ba01dd844,42,1,28.0,0,35740.0,26.0,179,1
68b3ba1633a7772ba01b7fdb,48,1,48.0,0,2630.0,124.0,51,0
68b3ba1633a7772ba01a7f07,46,1,47.0,0,34550.0,124.0,202,0
68b3ba1733a7772ba01ee635,22,1,36.0,1,37745.0,160.0,133,0
68b3ba1633a7772ba01c58a9,22,1,39.0,0,31104.0,152.0,72,0
68b3ba1733a7772ba01df500,58,1,28.0,0,44561.0,124.0,88,0
68b3ba1733a7772ba01d6ff5,42,1,46.0,1,22955.0,26.0,24,0
68b3ba1733a7772ba01f3970,70,1,9.0,1,32656.0,124.0,195,0
68b3ba1633a7772ba01b2d23,30,1,13.0,0,26483.0,124.0,186,1
68b3ba1733a7772ba01ce519,72,1,11.0,1,28428.0,109.0,286,0
68b3ba1733a7772ba01cc92a,21,1,46.0,1,24611.0,160.0,175,0
68b3ba1733a7772ba01f8890,23,1,33.0,1,60885.0,152.0,128,0
68b3ba1633a7772ba01bab54,21,1,11.0,0,41329.0,160.0,72,0
68b3ba1733a7772ba01ec8d5,25,1,15.0,1,24732.0,152.0,22,0
68b3ba1633a7772ba01b8e41,39,1,28.0,0,48477.0,124.0,264,1
68b3ba1733a7772ba01ef4bc,62,1,28.0,0,39430.0,26.0,31,0
68b3ba1733a7772ba01ea5c0,22,1,47.0,1,32087.0,152.0,98,0
68b3ba1633a7772ba01c1efe,38,1,28.0,0,49767.0,124.0,87,1
68b3ba1733a7772ba01dbfec,21,1,39.0,1,25288.0,160.0,117,0
68b3ba1733a7772ba01c9e0e,37,1,28.0,0,35943.0,124.0,76,0
68b3ba1633a7772ba01b5466,20,1,8.0,0,2630.0,160.0,213,0
68b3ba1733a7772ba01d9fc6,67,1,28.0,0,49630.0,42.0,99,0
68b3ba1733a7772ba01dd0dc,23,1,28.0,0,35622.0,124.0,179,0
68b3ba1633a7772ba01aedf7,34,1,41.0,0,35871.0,163.0,132,0
68b3ba1733a7772ba01cc905,29,1,45.0,0,25844.0,154.0,117,1
68b3ba1633a7772ba01b69e0,22,1,28.0,1,2630.0,124.0,76,0
68b3ba1633a7772ba01a0ba9,39,1,11.0,0,28887.0,124.0,86,1
68b3ba1733a7772ba01e3dce,24,1,28.0,1,46123.0,152.0,139,0
68b3ba1633a7772ba01a9f45,48,1,39.0,1,32190.0,127.0,272,0
68b3ba1633a7772ba01a00c7,69,1,28.0,0,42340.0,26.0,40,0
68b3ba1733a7772ba01d6840,40,1,36.0,1,31087.0,152.0,208,0
68b3ba1733a7772ba01d6897,40,1,28.0,1,34040.0,124.0,48,0
68b3ba1733a7772ba01e794a,23,1,37.0,1,36167.0,152.0,211,0
68b3ba1733a7772ba01e4f7b,26,1,41.0,0,39109.0,152.0,59,0
68b3ba1733a7772ba01ef929,30,1,28.0,1,52310.0,152.0,290,0
68b3ba1633a7772ba01c3bea,51,1,11.0,1,28111.0,26.0,42,0
68b3ba1633a7772ba01a48f6,39,1,28.0,1,29200.0,23.0,56,0
68b3ba1633a7772ba01c7671,25,1,41.0,1,24602.0,152.0,104,0
68b3ba1733a7772ba01e77e4,41,1,28.0,0,35158.0,26.0,23,0
68b3ba1633a7772ba01c69e7,59,1,15.0,0,25740.0,26.0,227,0
68b3ba1633a7772ba01a562a,71,1,11.0,1,41052.0,152.0,252,0
68b3ba1733a7772ba01da36f,23,1,5.0,1,21323.0,152.0,211,0
68b3ba1733a7772ba01f1edd,37,1,46.0,1,38702.0,11.0,138,0
68b3ba1733a7772ba01d973d,49,1,28.0,1,42583.0,26.0,89,0
68b3ba1733a7772ba01fc418,37,1,22.0,0,30797.0,124.0,34,0
68b3ba1633a7772ba01a8295,72,1,18.0,0,37431.0,124.0,126,0
68b3ba1733a7772ba01f99ef,44,1,46.0,0,2630.0,26.0,165,0
68b3ba1733a7772ba01ec9e1,21,1,33.0,1,29104.0,152.0,12,0
68b3ba1733a7772ba01d8305,23,1,22.0,1,28465.0,152.0,246,0
68b3ba1733a7772ba01f9cc4,41,1,28.0,0,36850.0,124.0,224,0
68b3ba1633a7772ba01b75c6,55,1,22.0,1,38158.0,26.0,126,0
68b3ba1633a7772ba01b0730,25,1,14.0,1,31097.0,152.0,101,0
68b3ba1733a7772ba01ea615,24,1,14.0,1,27911.0,152.0,216,0
68b3ba1633a7772ba01c6f99,22,1,6.0,1,20790.0,152.0,135,0
68b3ba1733a7772ba01d42e9,49,1,29.0,0,39199.0,124.0,208,0
68b3ba1733a7772ba01cfd96,78,1,46.0,0,2630.0,156.0,256,0
68b3ba1733a7772ba01eb060,54,1,11.0,1,28898.0,124.0,298,0
68b3ba1733a7772ba01deed2,28,1,8.0,1,68570.0,152.0,38,0
68b3ba1733a7772ba01e4a93,39,1,28.0,0,58011.0,124.0,39,0
68b3ba1733a7772ba01df700,25,1,29.0,1,22624.0,152.0,74,0
68b3ba1633a7772ba01c2ad1,23,1,37.0,0,31141.0,152.0,214,0
68b3ba1633a7772ba01a314f,34,1,47.0,1,41060.0,16.0,216,0
68b3ba1633a7772ba01a95fa,43,1,28.0,0,32583.0,26.0,58,0
68b3ba1733a7772ba01f2c83,47,1,28.0,1,51774.0,26.0,131,0
68b3ba1633a7772ba01ad45c,27,1,28.0,1,39338.0,152.0,189,0
68b3ba1733a7772ba01ced4c,33,1,41.0,1,37407.0,26.0,280,0
68b3ba1733a7772ba01e90e8,22,1,46.0,1,26247.0,160.0,128,0
68b3ba1633a7772ba01c606e,42,1,8.0,0,31771.0,26.0,178,0
68b3ba1733a7772ba01f6ac0,24,1,36.0,0,42102.0,152.0,12,0
68b3ba1733a7772ba01d0311,25,1,3.0,1,24382.0,152.0,241,0
68b3ba1633a7772ba01b036e,47,1,28.0,0,28189.0,26.0,147,0
68b3ba1733a7772ba01f8b5b,32,1,50.0,0,38623.0,8.0,216,0
68b3ba1633a7772ba01c05d1,52,1,28.0,0,58838.0,26.0,181,1
68b3ba1633a7772ba01ad588,22,1,8.0,0,38964.0,160.0,252,0
68b3ba1633a7772ba01a4c82,24,1,3.0,1,37140.0,152.0,159,0
68b3ba1733a7772ba01e0b08,78,1,46.0,0,2630.0,26.0,163,0
68b3ba1633a7772ba01b34a3,45,1,41.0,1,26036.0,26.0,162,0
68b3ba1733a7772ba01cf502,44,1,8.0,0,2630.0,124.0,233,0
68b3ba1633a7772ba01b94aa,25,1,28.0,1,50988.0,152.0,243,0
68b3ba1633a7772ba01aeae5,22,1,17.0,1,23758.0,152.0,239,0
68b3ba1733a7772ba01d1481,62,1,28.0,0,38264.0,26.0,214,0
68b3ba1633a7772ba01b5169,44,1,39.0,0,30201.0,26.0,123,0
68b3ba1633a7772ba01a7321,53,1,8.0,0,40554.0,26.0,273,0
68b3ba1633a7772ba01c4c01,68,1,28.0,0,38164.0,26.0,156,0
68b3ba1633a7772ba01a5c4f,46,1,28.0,0,49018.0,26.0,298,1
68b3ba1633a7772ba01c3183,44,1,11.0,1,24972.0,136.0,199,0
68b3ba1733a7772ba01cbfaa,30,1,48.0,1,2630.0,152.0,156,0
68b3ba1633a7772ba01bedfa,24,1,2.0,0,2630.0,152.0,228,0
68b3ba1633a7772ba01a0917,28,1,28.0,1,51276.0,152.0,16,0
68b3ba1733a7772ba01f0ab5,26,1,29.0,1,29526.0,152.0,86,0
68b3ba1733a7772ba01daa61,23,1,28.0,1,50240.0,124.0,79,0
68b3ba1733a7772ba01cfb3a,43,1,38.0,0,32744.0,124.0,41,1
68b3ba1733a7772ba01de3e4,51,1,28.0,0,26976.0,26.0,219,0
68b3ba1733a7772ba01f9337,41,1,29.0,0,33881.0,124.0,298,0
68b3ba1733a7772ba01cc251,26,1,28.0,0,41286.0,152.0,200,0
68b3ba1633a7772ba01b95d4,59,1,3.0,0,20423.0,152.0,32,0
68b3ba1633a7772ba01bc137,37,1,8.0,1,57527.0,124.0,96,0
68b3ba1633a7772ba01c4fe6,53,1,28.0,0,38392.0,124.0,69,0
68b3ba1733a7772ba01e2149,43,1,28.0,0,48579.0,124.0,226,1
68b3ba1633a7772ba01b5f4b,41,1,28.0,0,41156.0,26.0,54,0
68b3ba1733a7772ba01f65a5,45,1,11.0,0,30834.0,124.0,93,0
68b3ba1733a7772ba01f2ef3,29,1,28.0,1,47483.0,152.0,245,0
68b3ba1633a7772ba01b24eb,26,1,46.0,1,50738.0,152.0,211,0
68b3ba1633a7772ba01b21c5,58,1,24.0,0,2630.0,157.0,197,1
68b3ba1733a7772ba01d43f2,24,1,13.0,0,2630.0,160.0,123,0
68b3ba1633a7772ba01a609f,23,1,30.0,1,27756.0,152.0,285,0
68b3ba1633a7772ba01ab460,54,1,41.0,0,39801.0,124.0,261,0
68b3ba1733a7772ba01d03e4,34,1,43.0,0,23537.0,163.0,275,1
68b3ba1733a7772ba01dbb63,64,1,28.0,0,102797.0,124.0,70,0
68b3ba1633a7772ba01b4987,23,1,41.0,1,35274.0,152.0,13,0
68b3ba1633a7772ba01ad491,51,1,28.0,0,26862.0,158.0,102,1
68b3ba1733a7772ba01d24a6,22,1,28.0,1,37675.0,26.0,118,0
68b3ba1633a7772ba01a8ee6,25,1,8.0,1,41771.0,152.0,99,0
68b3ba1733a7772ba01e0dc8,54,1,14.0,1,32281.0,26.0,207,0
68b3ba1733a7772ba01f6ec8,42,1,48.0,0,2630.0,124.0,10,0
68b3ba1633a7772ba01c3c32,51,1,41.0,0,38036.0,136.0,160,0
68b3ba1633a7772ba01b6713,28,1,18.0,1,18979.0,152.0,185,0
68b3ba1633a7772ba01c23c0,23,1,49.0,0,32125.0,152.0,57,0
68b3ba1733a7772ba01e218a,30,1,50.0,1,32419.0,152.0,138,0
68b3ba1633a7772ba01a9dbd,39,1,45.0,0,2630.0,157.0,187,0
68b3ba1733a7772ba01df610,23,1,6.0,1,29736.0,152.0,78,0
68b3ba1633a7772ba01a170f,22,1,8.0,1,47021.0,152.0,59,0
68b3ba1633a7772ba01a5932,58,1,41.0,1,21308.0,152.0,96,0
68b3ba1733a7772ba01f0cf2,40,1,15.0,1,33821.0,124.0,282,0
68b3ba1733a7772ba01ec41e,40,1,15.0,0,2630.0,26.0,104,1
68b3ba1733a7772ba01ddd1f,27,1,45.0,1,31422.0,152.0,234,0
68b3ba1633a7772ba01a9647,21,1,50.0,1,45944.0,152.0,287,0
68b3ba1733a7772ba01ee8a8,47,1,44.0,1,31536.0,26.0,91,0
68b3ba1633a7772ba01a5bea,25,1,41.0,0,59249.0,152.0,226,0
68b3ba1733a7772ba01d5131,34,1,37.0,0,2630.0,152.0,251,0
68b3ba1733a7772ba01e9192,27,1,28.0,0,47040.0,154.0,286,0
68b3ba1633a7772ba01c8bdc,60,1,15.0,0,31387.0,14.0,167,1
68b3ba1633a7772ba01a751f,21,1,21.0,0,23328.0,160.0,83,0
68b3ba1733a7772ba01cc355,33,1,11.0,0,2630.0,156.0,89,1
68b3ba1733a7772ba01e5070,33,1,28.0,0,37058.0,124.0,67,1
68b3ba1733a7772ba01e2f60,31,1,12.0,1,57415.0,152.0,217,0
68b3ba1633a7772ba01ac4f1,33,1,48.0,0,2630.0,157.0,189,1
68b3ba1733a7772ba01db0ec,42,1,28.0,0,35461.0,26.0,67,0
68b3ba1633a7772ba01acfaf,29,1,28.0,1,69064.0,11.0,39,0
68b3ba1633a7772ba01c735a,35,1,28.0,0,36550.0,124.0,31,0
68b3ba1733a7772ba01e1931,52,1,28.0,0,45152.0,26.0,45,0
68b3ba1633a7772ba01c2c0e,36,1,46.0,0,27132.0,26.0,282,1
68b3ba1733a7772ba01dad0c,50,1,28.0,0,46287.0,26.0,179,0
68b3ba1733a7772ba01d1168,45,1,28.0,0,44274.0,26.0,229,0
68b3ba1633a7772ba01aebd3,72,1,48.0,0,2630.0,15.0,174,0
68b3ba1733a7772ba01f00cd,32,1,28.0,1,66758.0,152.0,106,0
68b3ba1633a7772ba01a8ad1,23,1,50.0,0,24779.0,152.0,53,0
68b3ba1733a7772ba01f715b,68,1,28.0,1,32819.0,124.0,178,0
68b3ba1633a7772ba01c090d,23,1,11.0,1,29539.0,152.0,217,0
68b3ba1633a7772ba01c085f,51,1,28.0,0,47516.0,124.0,54,0
68b3ba1733a7772ba01f2178,25,1,46.0,0,2630.0,152.0,233,0
68b3ba1733a7772ba01f5da1,52,1,28.0,0,53787.0,124.0,187,0
68b3ba1733a7772ba01dca1d,46,1,10.0,0,39555.0,26.0,140,0
68b3ba1633a7772ba01c8136,47,1,28.0,0,48184.0,26.0,76,0
68b3ba1633a7772ba01ad2b2,52,1,41.0,0,104003.0,26.0,74,1
68b3ba1633a7772ba01a1360,33,1,46.0,0,23203.0,124.0,281,0
68b3ba1733a7772ba01f10f8,33,1,30.0,1,24463.0,152.0,42,0
68b3ba1633a7772ba01c14ac,41,1,41.0,1,23621.0,124.0,199,0
68b3ba1733a7772ba01cd415,22,1,28.0,0,37275.0,124.0,185,0
68b3ba1733a7772ba01c9f98,31,1,38.0,0,2630.0,156.0,295,0
68b3ba1633a7772ba01b1917,45,1,2.0,1,31667.0,152.0,154,0
68b3ba1633a7772ba01bb8ff,22,1,41.0,1,24408.0,152.0,50,0
68b3ba1633a7772ba01a4130,38,1,30.0,1,35705.0,152.0,250,0
68b3ba1733a7772ba01e2322,33,1,28.0,0,2630.0,1.0,238,0
68b3ba1733a7772ba01e3972,25,1,28.0,0,45009.0,124.0,253,0
68b3ba1633a7772ba01c23db,30,1,28.0,1,37678.0,26.0,242,0
68b3ba1733a7772ba01f9d87,70,1,23.0,0,42679.0,124.0,223,0
68b3ba1633a7772ba01ab561,39,1,28.0,1,46509.0,124.0,295,0
68b3ba1733a7772ba01f4141,25,1,15.0,1,46295.0,152.0,119,0
68b3ba1733a7772ba01e4ead,54,1,11.0,0,2630.0,29.0,29,0
68b3ba1633a7772ba01aeb50,22,1,12.0,0,2630.0,124.0,239,1
68b3ba1733a7772ba01d47f9,36,1,17.0,1,2630.0,155.0,227,0
68b3ba1733a7772ba01cafd0,66,1,28.0,0,29597.0,124.0,148,1
68b3ba1733a7772ba01ef1d9,28,1,44.0,1,25699.0,152.0,104,0
68b3ba1633a7772ba01a3b9b,32,1,46.0,0,27750.0,124.0,16,0
68b3ba1733a7772ba01eef90,55,1,48.0,0,2630.0,124.0,135,1
68b3ba1633a7772ba01b0b1e,27,1,22.0,1,28985.0,152.0,256,0
68b3ba1633a7772ba01b5156,24,1,28.0,1,55710.0,152.0,287,0
68b3ba1633a7772ba01c12ec,24,1,41.0,1,41077.0,152.0,156,0
68b3ba1633a7772ba01a9b8b,59,0,23.0,1,44503.0,26.0,233,0
68b3ba1633a7772ba01afb00,46,1,28.0,0,42150.0,26.0,230,0
68b3ba1733a7772ba01f9ba4,44,1,8.0,0,39018.0,26.0,277,0
68b3ba1633a7772ba01b4919,21,1,8.0,1,54645.0,160.0,212,0
68b3ba1733a7772ba01e4d1c,64,1,19.0,0,35136.0,26.0,218,0
68b3ba1633a7772ba01b9ecc,77,1,8.0,1,45438.0,124.0,131,0
68b3ba1633a7772ba01a4091,59,1,28.0,1,32936.0,124.0,146,0
68b3ba1633a7772ba01b73e3,57,1,8.0,0,34572.0,26.0,61,0
68b3ba1733a7772ba01da31a,44,1,15.0,0,33500.0,152.0,88,1
68b3ba1633a7772ba01a987e,66,1,28.0,0,35136.0,124.0,280,0
68b3ba1733a7772ba01ded9d,45,1,28.0,0,40278.0,122.0,14,0
68b3ba1733a7772ba01dc330,45,1,8.0,1,40870.0,7.0,298,0
68b3ba1733a7772ba01d333a,20,1,50.0,0,43284.0,160.0,166,0
68b3ba1733a7772ba01fa70b,25,1,8.0,0,40404.0,152.0,109,0
68b3ba1733a7772ba01d15f6,24,1,32.0,0,34424.0,152.0,55,0
68b3ba1633a7772ba01b818a,48,1,28.0,0,28720.0,124.0,208,0
68b3ba1733a7772ba01e345a,23,1,33.0,1,36952.0,152.0,177,0
68b3ba1733a7772ba01e8bbe,52,1,41.0,0,2630.0,157.0,175,1
68b3ba1733a7772ba01dc008,20,1,2.0,0,38382.0,160.0,270,0
68b3ba1633a7772ba01a965c,25,1,14.0,1,31834.0,152.0,219,0
68b3ba1733a7772ba01e90fa,50,1,28.0,0,39623.0,55.0,164,1
68b3ba1733a7772ba01e2066,34,1,14.0,0,2630.0,156.0,112,0
68b3ba1633a7772ba01aee7a,43,1,28.0,0,47388.0,124.0,298,0
68b3ba1733a7772ba01dfe37,56,1,28.0,0,36052.0,26.0,213,1
68b3ba1733a7772ba01f54ac,35,1,46.0,0,27243.0,124.0,278,1
68b3ba1733a7772ba01ca9da,22,1,47.0,1,29366.0,152.0,205,0
68b3ba1633a7772ba01a5111,69,1,18.0,0,2630.0,156.0,49,0
68b3ba1633a7772ba01a2599,24,1,47.0,1,29495.0,152.0,59,0
68b3ba1733a7772ba01da017,61,1,28.0,0,34989.0,26.0,85,0
68b3ba1733a7772ba01d9cc7,62,1,13.0,0,24603.0,124.0,206,0
68b3ba1733a7772ba01d7058,30,1,50.0,1,28443.0,152.0,66,0
68b3ba1733a7772ba01ec3be,25,1,41.0,1,23630.0,152.0,49,0
68b3ba1633a7772ba01bd2ce,38,1,43.0,1,46233.0,157.0,174,0
68b3ba1633a7772ba01c02e6,43,1,28.0,0,41913.0,122.0,234,1
68b3ba1633a7772ba01bdc19,43,1,28.0,0,52495.0,26.0,197,0
68b3ba1633a7772ba01ba527,23,1,43.0,0,30714.0,152.0,123,0
68b3ba1633a7772ba01b07d3,74,1,29.0,0,29306.0,26.0,50,0
68b3ba1633a7772ba01bab2b,26,1,21.0,0,30049.0,152.0,203,0
68b3ba1733a7772ba01dfc87,23,1,8.0,0,34504.0,152.0,96,0
68b3ba1733a7772ba01d2ffc,21,1,15.0,0,43662.0,152.0,241,0
68b3ba1733a7772ba01cd8dc,22,1,46.0,1,23535.0,124.0,132,0
