_id,Age,Driving_License,Region_Code,Previously_Insured,Annual_Premium,Policy_Sales_Channel,Vintage,Response
68b3ba1633a7772ba01a6d64,24,1,41.0,1,26835.0,160.0,208,0
68b3ba1633a7772ba01b8ffc,45,1,41.0,0,45138.0,26.0,285,0
68b3ba1733a7772ba01e391e,24,1,37.0,1,39932.0,152.0,155,0
68b3ba1633a7772ba01bc9c8,44,1,28.0,1,33664.0,124.0,293,0
68b3ba1633a7772ba01a1d05,26,1,11.0,1,29704.0,152.0,227,0
68b3ba1633a7772ba01a49ca,79,1,33.0,1,70840.0,26.0,117,0
68b3ba1733a7772ba01e9d15,24,1,10.0,1,2630.0,152.0,66,0
68b3ba1733a7772ba01e79f0,57,1,7.0,0,92386.0,154.0,128,0
68b3ba1733a7772ba01e6916,23,1,8.0,1,47808.0,152.0,262,0
68b3ba1633a7772ba01c449c,47,1,28.0,0,45836.0,26.0,198,0
68b3ba1733a7772ba01f374a,44,1,28.0,0,41364.0,26.0,161,0
68b3ba1733a7772ba01f3a1f,28,1,35.0,1,29746.0,152.0,98,0
68b3ba1733a7772ba01dac05,43,1,6.0,1,33402.0,124.0,105,0
68b3ba1733a7772ba01ee90a,50,1,41.0,0,34876.0,124.0,242,0
68b3ba1633a7772ba01b8080,59,1,28.0,0,43861.0,56.0,136,0
68b3ba1633a7772ba01b3e77,61,1,8.0,1,40859.0,26.0,102,0
68b3ba1633a7772ba01ac5a0,31,1,8.0,1,2630.0,156.0,93,0
68b3ba1633a7772ba01aa3d9,23,1,13.0,0,26658.0,152.0,159,0
68b3ba1633a7772ba01c4339,49,1,28.0,0,38546.0,26.0,284,0
68b3ba1633a7772ba01b15f3,22,1,45.0,1,32515.0,152.0,145,0
68b3ba1733a7772ba01e5068,22,1,18.0,1,32871.0,152.0,231,0
68b3ba1633a7772ba01c5992,62,1,28.0,0,43127.0,26.0,143,1
68b3ba1733a7772ba01eb046,24,1,24.0,0,36006.0,26.0,130,0
68b3ba1733a7772ba01f6d05,25,1,37.0,1,29793.0,152.0,107,0
68b3ba1733a7772ba01fc021,24,1,30.0,1,25057.0,152.0,99,0
68b3ba1733a7772ba01e8cc3,23,1,28.0,1,43848.0,152.0,259,0
68b3ba1633a7772ba01ae339,48,1,46.0,0,2630.0,124.0,200,1
68b3ba1733a7772ba01e823f,26,1,30.0,1,42488.0,152.0,160,0
68b3ba1733a7772ba01f9955,25,1,46.0,0,49589.0,152.0,198,0
68b3ba1733a7772ba01f6257,53,1,28.0,0,55603.0,124.0,20,0
68b3ba1633a7772ba01abc01,47,1,30.0,1,26915.0,26.0,37,0
68b3ba1733a7772ba01cc836,47,1,18.0,0,34670.0,124.0,103,0
68b3ba1633a7772ba01a45bc,25,1,28.0,1,40987.0,152.0,84,0
68b3ba1733a7772ba01cb1c2,53,1,6.0,0,42874.0,26.0,200,0
68b3ba1733a7772ba01fc652,27,1,6.0,1,27770.0,152.0,265,0
68b3ba1633a7772ba01bb35e,24,1,36.0,1,39254.0,152.0,183,0
68b3ba1733a7772ba01fac60,45,1,28.0,0,32691.0,26.0,116,1
68b3ba1633a7772ba01a3160,33,1,3.0,1,2630.0,124.0,52,0
68b3ba1733a7772ba01eb861,25,1,21.0,1,30584.0,152.0,85,0
68b3ba1733a7772ba01e074d,38,1,13.0,0,2630.0,160.0,130,0
68b3ba1633a7772ba01b627a,30,1,28.0,0,47267.0,124.0,299,0
68b3ba1633a7772ba01c56bd,23,1,41.0,1,19374.0,152.0,85,0
68b3ba1633a7772ba01b8f9c,22,1,8.0,0,36289.0,152.0,267,1
68b3ba1633a7772ba01aaaac,25,1,29.0,1,39310.0,152.0,100,0
68b3ba1733a7772ba01cbbac,59,1,28.0,0,27613.0,156.0,73,1
68b3ba1633a7772ba01a64a8,68,1,8.0,1,28077.0,26.0,122,0
68b3ba1733a7772ba01e61e7,34,1,11.0,1,23731.0,124.0,98,0
68b3ba1633a7772ba01a6570,23,1,3.0,1,23177.0,152.0,24,0
68b3ba1633a7772ba01c19f7,50,1,3.0,0,43989.0,157.0,208,1
68b3ba1733a7772ba01d2d11,22,1,13.0,0,23477.0,124.0,87,0
68b3ba1733a7772ba01cf9d4,68,1,3.0,0,20959.0,124.0,290,0
68b3ba1733a7772ba01cf3ab,29,1,33.0,0,19078.0,154.0,189,1
68b3ba1633a7772ba01b4111,23,1,44.0,1,38947.0,152.0,234,0
68b3ba1633a7772ba01a4d83,47,1,28.0,0,52948.0,26.0,80,0
68b3ba1733a7772ba01d7e85,52,1,28.0,1,38101.0,26.0,196,0
68b3ba1733a7772ba01ee8ff,23,1,28.0,1,59259.0,152.0,260,0
68b3ba1633a7772ba01b7d3a,20,1,15.0,0,30974.0,160.0,28,0
68b3ba1733a7772ba01e1bcd,22,1,9.0,0,39389.0,160.0,220,0
68b3ba1733a7772ba01e8f50,27,1,50.0,1,38484.0,152.0,249,0
68b3ba1733a7772ba01dc88a,21,1,47.0,0,29883.0,152.0,12,0
68b3ba1633a7772ba01bf3be,73,1,28.0,1,32656.0,26.0,278,0
68b3ba1733a7772ba01dcdd4,64,1,41.0,0,2630.0,156.0,181,0
68b3ba1733a7772ba01cdf34,63,1,20.0,0,2630.0,26.0,10,0
68b3ba1733a7772ba01e50ea,38,1,8.0,0,66735.0,124.0,167,0
68b3ba1733a7772ba01d9663,23,1,41.0,0,27315.0,152.0,150,0
68b3ba1733a7772ba01f2d6c,40,1,28.0,0,47370.0,122.0,160,0
68b3ba1733a7772ba01c91f1,47,1,23.0,0,28699.0,26.0,138,1
68b3ba1633a7772ba01a7b58,34,1,28.0,0,28069.0,155.0,268,1
68b3ba1633a7772ba01b1d91,26,1,18.0,1,31456.0,152.0,98,0
68b3ba1633a7772ba01aa48c,23,1,14.0,1,28577.0,152.0,258,0
68b3ba1633a7772ba01c287d,76,1,28.0,0,2630.0,157.0,273,0
68b3ba1633a7772ba01c239e,37,1,28.0,1,67754.0,26.0,245,0
68b3ba1633a7772ba01b49dc,46,1,8.0,1,32589.0,7.0,188,0
68b3ba1733a7772ba01f32e0,30,1,16.0,1,21879.0,152.0,232,0
68b3ba1733a7772ba01db6ff,54,1,36.0,0,33988.0,26.0,86,0
68b3ba1733a7772ba01ccad4,26,1,10.0,1,27557.0,152.0,68,0
68b3ba1633a7772ba01b9a83,24,1,47.0,0,50431.0,152.0,210,0
68b3ba1633a7772ba01b3942,22,1,8.0,1,32378.0,152.0,16,0
68b3ba1733a7772ba01c98d9,37,1,11.0,1,24587.0,124.0,126,0
68b3ba1733a7772ba01f070a,26,1,8.0,1,30747.0,152.0,53,0
68b3ba1733a7772ba01f46ba,44,1,28.0,0,44212.0,31.0,271,0
68b3ba1633a7772ba01c5261,44,1,48.0,0,2630.0,26.0,151,0
68b3ba1733a7772ba01e9875,22,1,30.0,1,32736.0,152.0,10,0
68b3ba1733a7772ba01d5f88,26,1,28.0,0,44627.0,152.0,280,0
68b3ba1733a7772ba01f6a65,36,1,8.0,1,31817.0,152.0,13,0
68b3ba1733a7772ba01e7067,21,1,25.0,0,24883.0,160.0,196,0
68b3ba1733a7772ba01ced57,42,1,28.0,0,63530.0,124.0,35,1
68b3ba1733a7772ba01d2a91,67,1,28.0,0,31479.0,26.0,223,1
68b3ba1633a7772ba01bdb72,54,1,28.0,0,47105.0,26.0,86,0
68b3ba1733a7772ba01d59c6,52,1,28.0,1,2630.0,26.0,249,0
68b3ba1633a7772ba01a987c,32,1,8.0,0,24526.0,26.0,197,1
68b3ba1633a7772ba01bd49f,45,1,28.0,1,28751.0,125.0,236,0
68b3ba1733a7772ba01f8e97,28,1,28.0,0,60152.0,30.0,187,0
68b3ba1733a7772ba01da99c,23,1,27.0,1,28051.0,152.0,214,0
68b3ba1733a7772ba01eddcf,46,1,28.0,1,46843.0,26.0,139,0
68b3ba1733a7772ba01cbf75,39,1,48.0,1,2630.0,26.0,133,0
68b3ba1733a7772ba01e1a03,20,1,28.0,0,2630.0,160.0,243,0
68b3ba1633a7772ba01b0cab,69,1,28.0,1,60466.0,26.0,149,0
68b3ba1733a7772ba01dcf16,23,1,36.0,0,24764.0,152.0,141,0
68b3ba1733a7772ba01e66c6,24,1,6.0,1,30155.0,152.0,61,0
68b3ba1733a7772ba01f1302,48,1,28.0,1,35154.0,124.0,171,0
68b3ba1633a7772ba01c7e6b,39,1,28.0,1,37915.0,61.0,240,0
68b3ba1633a7772ba01c17c7,69,1,28.0,0,54142.0,61.0,176,0
68b3ba1733a7772ba01e8ed7,23,1,8.0,1,50420.0,152.0,193,0
68b3ba1733a7772ba01edf9c,25,1,29.0,1,23389.0,152.0,48,0
68b3ba1633a7772ba01a0523,65,1,8.0,0,36746.0,3.0,252,0
68b3ba1633a7772ba01c31bd,77,1,28.0,0,49474.0,122.0,32,0
68b3ba1633a7772ba01ae125,34,1,35.0,0,28028.0,152.0,282,0
68b3ba1733a7772ba01f7d9a,42,1,3.0,0,27064.0,124.0,38,1
68b3ba1733a7772ba01da838,80,1,28.0,1,45394.0,124.0,97,0
68b3ba1733a7772ba01f54a0,66,1,28.0,0,45428.0,26.0,193,0
68b3ba1633a7772ba01a1828,24,1,41.0,1,24431.0,152.0,228,0
68b3ba1733a7772ba01d4cba,39,1,14.0,1,17935.0,26.0,201,0
68b3ba1633a7772ba01bf3b8,53,1,26.0,1,22063.0,26.0,213,0
68b3ba1733a7772ba01caba3,46,1,29.0,0,45036.0,26.0,128,0
68b3ba1633a7772ba01b0208,25,1,2.0,1,26925.0,152.0,160,0
68b3ba1633a7772ba01a9bcb,23,1,29.0,1,31987.0,152.0,248,0
68b3ba1733a7772ba01ca491,51,1,28.0,0,42847.0,124.0,152,0
68b3ba1633a7772ba01a3408,51,1,3.0,0,28967.0,26.0,18,0
68b3ba1633a7772ba01a0541,30,1,0.0,1,2630.0,152.0,125,0
68b3ba1633a7772ba01c2f82,47,1,28.0,0,40874.0,124.0,190,0
68b3ba1633a7772ba01aa4fb,65,1,8.0,0,41633.0,26.0,274,0
68b3ba1633a7772ba01ac273,25,1,47.0,1,27432.0,152.0,53,0
68b3ba1733a7772ba01d2bb0,51,1,23.0,0,17581.0,26.0,70,0
68b3ba1633a7772ba01b7ce2,52,1,28.0,0,27061.0,125.0,229,0
68b3ba1633a7772ba01b7031,42,1,28.0,1,50083.0,124.0,95,0
68b3ba1633a7772ba01a434b,36,1,1.0,1,2630.0,152.0,98,0
68b3ba1733a7772ba01cb70f,79,1,40.0,0,26630.0,26.0,17,1
68b3ba1633a7772ba01a84a8,24,1,28.0,1,37096.0,152.0,165,0
68b3ba1733a7772ba01cb182,65,1,12.0,0,2630.0,26.0,248,0
68b3ba1633a7772ba01c454a,28,1,28.0,0,34438.0,154.0,298,0
68b3ba1733a7772ba01d060b,44,1,12.0,0,29016.0,26.0,273,0
68b3ba1733a7772ba01ef4dc,26,1,35.0,1,34402.0,152.0,10,0
68b3ba1633a7772ba01a6b72,36,1,49.0,0,2630.0,153.0,174,0
68b3ba1733a7772ba01ed833,59,1,48.0,0,2630.0,124.0,215,0
68b3ba1733a7772ba01f9ea0,22,1,8.0,0,32790.0,124.0,278,1
68b3ba1633a7772ba01b8eda,65,1,28.0,0,54877.0,26.0,294,0
68b3ba1633a7772ba01bc318,70,1,28.0,1,56680.0,26.0,256,0
68b3ba1633a7772ba01c7405,35,1,28.0,0,24366.0,152.0,130,0
68b3ba1733a7772ba01fa997,22,1,45.0,1,29457.0,152.0,211,0
68b3ba1733a7772ba01cb5f2,38,1,28.0,0,46709.0,26.0,230,1
68b3ba1733a7772ba01f84e2,22,1,33.0,0,27926.0,152.0,233,0
68b3ba1733a7772ba01ed2e2,52,1,8.0,1,35484.0,26.0,189,0
68b3ba1733a7772ba01cf160,21,1,11.0,1,29979.0,26.0,225,0
68b3ba1733a7772ba01de74e,39,1,28.0,0,77673.0,124.0,206,0
68b3ba1733a7772ba01cec63,30,1,28.0,0,31131.0,154.0,147,0
68b3ba1633a7772ba01a98fa,43,1,21.0,0,26189.0,26.0,150,0
68b3ba1733a7772ba01f9d88,21,1,17.0,0,38623.0,160.0,214,0
68b3ba1733a7772ba01eebd4,76,1,28.0,1,36539.0,26.0,138,0
68b3ba1633a7772ba01bc047,44,1,37.0,0,34966.0,25.0,143,0
68b3ba1733a7772ba01d0cbb,27,1,43.0,1,35171.0,152.0,255,0
68b3ba1733a7772ba01da3e8,44,1,48.0,0,2630.0,15.0,48,0
68b3ba1633a7772ba01b7c98,23,1,43.0,0,22970.0,152.0,247,0
68b3ba1733a7772ba01d4751,40,1,28.0,1,35676.0,26.0,215,0
68b3ba1733a7772ba01dc02e,24,1,41.0,1,61713.0,152.0,210,0
68b3ba1633a7772ba01a5e15,25,1,18.0,0,27207.0,26.0,198,0
68b3ba1733a7772ba01e1d0b,48,1,28.0,1,29009.0,26.0,298,0
68b3ba1633a7772ba01ad7e1,24,1,23.0,1,36947.0,152.0,272,0
68b3ba1733a7772ba01e1211,51,1,28.0,0,2630.0,124.0,268,0
68b3ba1733a7772ba01ea2f4,50,1,18.0,0,42972.0,122.0,125,0
68b3ba1733a7772ba01d7d98,25,1,13.0,1,32693.0,152.0,19,0
68b3ba1733a7772ba01cd417,44,1,39.0,0,54670.0,124.0,186,0
68b3ba1633a7772ba01af3ef,24,1,3.0,0,37864.0,152.0,126,0
68b3ba1733a7772ba01d564a,21,1,50.0,1,49727.0,152.0,170,0
68b3ba1733a7772ba01caf14,47,1,28.0,1,44922.0,26.0,135,0
68b3ba1633a7772ba01af172,45,1,15.0,1,25605.0,124.0,274,0
68b3ba1633a7772ba01c0ef9,25,1,29.0,1,23347.0,152.0,120,0
68b3ba1633a7772ba01a1c3c,21,1,44.0,1,40593.0,160.0,95,0
68b3ba1733a7772ba01f696f,59,1,28.0,0,41270.0,26.0,89,0
68b3ba1733a7772ba01f6e3b,79,1,48.0,0,2630.0,26.0,160,0
68b3ba1733a7772ba01f2b5e,41,1,48.0,1,2630.0,152.0,126,0
68b3ba1733a7772ba01d299c,44,1,28.0,0,27544.0,124.0,250,0
68b3ba1733a7772ba01f815c,53,1,28.0,0,45499.0,26.0,161,1
68b3ba1633a7772ba01a2c06,23,1,8.0,1,30514.0,152.0,17,0
68b3ba1733a7772ba01d2f04,23,1,15.0,0,26910.0,152.0,160,0
68b3ba1633a7772ba01c76c1,49,1,28.0,0,34167.0,3.0,32,1
68b3ba1733a7772ba01ebcb7,32,1,15.0,1,24309.0,152.0,197,0
68b3ba1733a7772ba01d5e0a,24,1,15.0,1,31811.0,160.0,142,0
68b3ba1733a7772ba01dc4df,22,1,13.0,0,27532.0,152.0,134,0
68b3ba1633a7772ba01c86ad,44,1,28.0,0,43053.0,124.0,267,0
68b3ba1733a7772ba01cb582,55,1,39.0,0,2630.0,26.0,67,0
68b3ba1733a7772ba01e5035,22,1,11.0,1,27529.0,152.0,97,0
68b3ba1733a7772ba01c9459,63,1,41.0,1,29320.0,12.0,219,0
68b3ba1733a7772ba01e69a8,26,1,33.0,0,28600.0,157.0,297,1
68b3ba1633a7772ba01a1ed8,56,1,13.0,0,20812.0,26.0,34,0
68b3ba1633a7772ba01a78e7,26,1,8.0,1,26862.0,152.0,85,0
68b3ba1733a7772ba01e543d,21,1,45.0,1,24778.0,152.0,160,0
68b3ba1733a7772ba01e58f9,33,1,28.0,0,24048.0,122.0,127,0
68b3ba1733a7772ba01e000e,22,1,32.0,0,38498.0,152.0,179,0
68b3ba1733a7772ba01d29e0,74,1,28.0,1,36557.0,124.0,177,0
68b3ba1733a7772ba01fc738,21,1,36.0,0,45438.0,152.0,50,0
68b3ba1633a7772ba01c3d5c,70,1,9.0,0,2630.0,124.0,38,0
68b3ba1633a7772ba01c2f3d,68,1,28.0,0,46133.0,26.0,212,0
68b3ba1633a7772ba01b812a,26,1,15.0,1,29871.0,152.0,168,0
68b3ba1633a7772ba01afbae,38,1,28.0,0,31246.0,124.0,53,0
68b3ba1733a7772ba01f65fd,38,1,41.0,0,2630.0,124.0,102,0
68b3ba1733a7772ba01d3bb5,28,1,35.0,1,29539.0,152.0,51,0
68b3ba1733a7772ba01dcb3b,29,1,10.0,1,29296.0,152.0,169,0
68b3ba1733a7772ba01cbc54,38,1,41.0,0,37787.0,124.0,67,0
68b3ba1733a7772ba01ca3ce,36,1,15.0,1,28560.0,122.0,153,0
68b3ba1733a7772ba01e8fb6,44,1,28.0,0,33410.0,122.0,65,1
68b3ba1733a7772ba01e354f,50,1,11.0,0,25583.0,124.0,46,0
68b3ba1733a7772ba01e16d6,30,1,45.0,0,2630.0,156.0,189,0
68b3ba1633a7772ba01c5f34,23,1,28.0,1,89408.0,26.0,162,0
68b3ba1633a7772ba01c8fce,51,1,28.0,1,40384.0,26.0,221,0
68b3ba1733a7772ba01cea9c,39,1,12.0,0,32942.0,124.0,47,1
68b3ba1733a7772ba01fca41,56,1,28.0,0,80307.0,124.0,226,0
68b3ba1733a7772ba01dc156,22,1,37.0,0,28302.0,152.0,209,0
68b3ba1733a7772ba01fc53f,29,1,25.0,1,26033.0,152.0,102,0
68b3ba1733a7772ba01e4dc5,51,1,28.0,0,50597.0,13.0,270,0
68b3ba1733a7772ba01d1891,59,1,8.0,0,36386.0,26.0,267,0
68b3ba1733a7772ba01de033,34,1,48.0,0,2630.0,124.0,244,0
68b3ba1633a7772ba01b54c2,22,1,28.0,1,42554.0,152.0,172,0
68b3ba1633a7772ba01a0c6e,64,1,12.0,1,39661.0,26.0,18,0
68b3ba1633a7772ba01aad09,23,1,32.0,0,28462.0,152.0,151,0
68b3ba1733a7772ba01dab18,24,1,45.0,1,39820.0,152.0,262,0
68b3ba1733a7772ba01e7513,24,1,8.0,1,29548.0,152.0,201,0
68b3ba1733a7772ba01f8ff2,24,1,46.0,0,33742.0,152.0,125,1
68b3ba1633a7772ba01a951e,67,1,29.0,0,32506.0,26.0,121,0
68b3ba1733a7772ba01f6ff4,66,1,14.0,0,32131.0,122.0,14,1
68b3ba1733a7772ba01dc30b,52,1,37.0,0,33075.0,26.0,135,1
68b3ba1633a7772ba01ae5f0,21,1,50.0,1,48639.0,152.0,128,0
68b3ba1733a7772ba01dd549,20,1,2.0,0,37322.0,160.0,200,0
68b3ba1633a7772ba01bcc8a,31,1,9.0,1,36362.0,152.0,296,0
68b3ba1633a7772ba01b24cf,30,1,15.0,0,39443.0,154.0,182,1
68b3ba1633a7772ba01b1ff1,37,1,28.0,0,42882.0,124.0,276,1
68b3ba1633a7772ba01a18d3,40,1,41.0,0,30383.0,12.0,29,0
68b3ba1633a7772ba01ba07c,45,1,50.0,1,28753.0,8.0,299,0
68b3ba1633a7772ba01b7ad6,74,1,28.0,0,2630.0,124.0,269,0
68b3ba1733a7772ba01f5dfc,61,1,28.0,0,2630.0,158.0,167,1
68b3ba1633a7772ba01affc0,25,1,18.0,1,30657.0,152.0,161,0
68b3ba1733a7772ba01dc613,59,1,7.0,1,36579.0,124.0,256,0
68b3ba1733a7772ba01f153e,47,1,30.0,0,2630.0,124.0,167,1
68b3ba1633a7772ba01c4bdd,45,1,28.0,0,46275.0,26.0,22,1
68b3ba1733a7772ba01ef3bb,23,1,42.0,1,45799.0,152.0,116,0
68b3ba1633a7772ba019feb1,24,1,15.0,0,2630.0,152.0,48,0
68b3ba1733a7772ba01d9dfc,43,1,29.0,0,31337.0,152.0,258,0
68b3ba1633a7772ba01c37cc,30,1,27.0,0,2630.0,152.0,107,0
68b3ba1633a7772ba01a9183,25,1,15.0,1,34436.0,152.0,249,0
68b3ba1733a7772ba01d1e6d,21,1,3.0,0,28902.0,160.0,185,0
68b3ba1633a7772ba01c2fb8,34,1,8.0,0,36834.0,124.0,223,0
68b3ba1733a7772ba01dd05b,36,1,25.0,0,42147.0,124.0,33,1
68b3ba1733a7772ba01e469f,48,1,28.0,0,2630.0,26.0,184,0
68b3ba1633a7772ba01bcd54,23,1,50.0,1,28835.0,152.0,166,0
68b3ba1633a7772ba01b8a50,51,1,28.0,0,44485.0,124.0,200,0
68b3ba1633a7772ba01a9d57,21,1,8.0,1,51281.0,152.0,211,0
68b3ba1733a7772ba01e84ee,53,1,33.0,0,40514.0,157.0,204,0
68b3ba1733a7772ba01f25ee,21,1,15.0,1,73736.0,160.0,17,0
68b3ba1633a7772ba01b7f5e,26,1,3.0,1,41358.0,152.0,31,0
68b3ba1733a7772ba01d03e4,34,1,43.0,0,23537.0,163.0,275,1
68b3ba1733a7772ba01de666,40,1,28.0,1,37274.0,124.0,170,0
68b3ba1633a7772ba01a32b0,38,1,38.0,0,29656.0,124.0,257,0
68b3ba1633a7772ba01b7a32,79,1,28.0,1,23582.0,124.0,78,0
68b3ba1733a7772ba01e5df2,41,1,50.0,1,45362.0,26.0,35,0
68b3ba1733a7772ba01ed999,24,1,9.0,1,2630.0,152.0,241,0
68b3ba1633a7772ba01b86b5,29,1,19.0,1,27352.0,152.0,106,0
68b3ba1633a7772ba01c5385,35,1,8.0,0,31942.0,124.0,61,0
68b3ba1733a7772ba01cd640,27,1,30.0,1,29165.0,152.0,118,0
68b3ba1633a7772ba01b9507,32,1,33.0,0,59071.0,26.0,172,1
68b3ba1733a7772ba01f7b0c,43,1,28.0,0,33601.0,124.0,30,0
68b3ba1633a7772ba01adb2f,23,1,2.0,1,36526.0,152.0,170,0
68b3ba1733a7772ba01d89c6,22,1,27.0,1,26728.0,152.0,157,0
68b3ba1733a7772ba01d69cd,56,1,28.0,0,30724.0,124.0,263,0
68b3ba1633a7772ba01c09e9,24,1,30.0,1,26597.0,152.0,169,0
68b3ba1633a7772ba01c3fd5,51,1,28.0,0,51402.0,26.0,183,0
68b3ba1733a7772ba01f1cb8,33,1,41.0,0,28410.0,152.0,142,0
68b3ba1733a7772ba01dbe81,24,1,47.0,1,2630.0,152.0,210,0
68b3ba1733a7772ba01e1c78,24,1,32.0,1,32949.0,152.0,110,0
68b3ba1733a7772ba01fb9bd,57,1,0.0,0,2630.0,26.0,41,0
68b3ba1733a7772ba01fca71,68,1,46.0,1,34255.0,26.0,14,0
68b3ba1633a7772ba01ac428,24,1,19.0,1,37861.0,152.0,103,0
68b3ba1633a7772ba01ae981,26,1,28.0,1,87557.0,152.0,293,0
68b3ba1633a7772ba01ba77d,60,1,28.0,0,63347.0,26.0,225,0
68b3ba1633a7772ba01a07b3,47,1,28.0,0,48109.0,124.0,181,0
68b3ba1633a7772ba01b737d,22,1,41.0,1,31986.0,152.0,102,0
68b3ba1733a7772ba01f70dd,44,1,6.0,0,31349.0,154.0,169,1
68b3ba1733a7772ba01e92f6,32,1,11.0,0,30436.0,29.0,231,0
68b3ba1733a7772ba01e7e3e,75,1,45.0,0,33392.0,157.0,186,0
68b3ba1633a7772ba01b2d9b,31,1,46.0,0,2630.0,125.0,46,0
68b3ba1633a7772ba01c7d6e,28,1,3.0,0,26739.0,152.0,242,0
68b3ba1733a7772ba01cbae9,24,1,8.0,1,33710.0,152.0,38,0
68b3ba1733a7772ba01d69ec,22,1,28.0,0,2630.0,156.0,117,0
68b3ba1633a7772ba01c449e,24,1,47.0,0,37302.0,26.0,115,0
68b3ba1633a7772ba01c26f5,20,1,15.0,0,24681.0,160.0,99,0
68b3ba1633a7772ba01b54ab,74,1,9.0,0,29813.0,124.0,189,0
68b3ba1733a7772ba01ceba2,27,1,29.0,1,42368.0,152.0,255,0
68b3ba1733a7772ba01dbadc,32,1,47.0,1,32412.0,152.0,189,0
68b3ba1633a7772ba01c5370,42,1,28.0,1,23958.0,26.0,278,0
68b3ba1633a7772ba01b4cdb,24,1,35.0,0,37022.0,152.0,293,1
68b3ba1633a7772ba01ae9be,40,1,29.0,0,38665.0,124.0,216,0
68b3ba1733a7772ba01f79f1,47,1,28.0,0,38104.0,26.0,39,0
68b3ba1633a7772ba01ae935,37,1,10.0,1,2630.0,152.0,149,0
68b3ba1733a7772ba01e4458,22,1,42.0,1,2630.0,160.0,143,0
68b3ba1633a7772ba01bffe2,24,1,29.0,1,31354.0,152.0,257,0
68b3ba1733a7772ba01e25db,33,1,28.0,0,41784.0,152.0,221,0
68b3ba1733a7772ba01da081,55,1,8.0,1,34521.0,7.0,109,0
68b3ba1733a7772ba01e2dcc,24,1,33.0,1,35178.0,152.0,15,0
68b3ba1733a7772ba01f80dc,51,1,41.0,0,50194.0,12.0,13,0
68b3ba1733a7772ba01fa0e4,22,1,3.0,0,32032.0,152.0,83,0
